,review-star-rating,review-title,review-date,avp-badge,review-body,helpful-vote-statement,review-id,review-image-tile,product_name,ASIN,star_rating,product_id,helpful_votes
153,5.0 out of 5 stars,Good,2019-10-01,Verified Purchase,Good,,R57K8ZLYNG0V5,,TASLAR-Charging-Charger-Platform-Compatible,B07MSHD2Z4,5.0,B07MSHD2Z4,0
154,1.0 out of 5 stars,Expensive Keychain... Thats all,2019-09-17,Verified Purchase,"While delivery was fast, looks good, power bank gets charged, it fails in doing the important task, that is charging the apple watch. I returned the first unit and got a replacement. The second unit is also not charging the watch. I have tried it with Apple Watch Series 2 and Series 4 watches without any success. Watches get heated up and funnily both the power bank and watch battery drains during heating!!! And when I use Apple provided charger, both the watches get charged appropriately.",One person found this helpful,R2T7IB8TC5ZPWI,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,1.0,B01I9OKQV6,One
155,5.0 out of 5 stars,Exceptional product,2019-08-29,Verified Purchase,"Cant believe that i got this for 1499, 100 times better than apple watch original charger plus has internal battery too which makes carrying apple watch on the go sooooo much convenient !",,ROWYQ76WZ0OC4,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,5.0,B01I9OKQV6,0
156,1.0 out of 5 stars,Heats up and charging randomly starts and stips,2019-07-08,Verified Purchase,It couldn't even charge my apple watch for 50 %. The device heats up and heats up the watch too. The charging randomly starts and stops...Returning the device.,,R37RIU8R36MC61,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,1.0,B01I9OKQV6,0
157,1.0 out of 5 stars,Frequently disconnecting Very bad quality,2019-10-31,Verified Purchase,Recived defective piece and getting disconnected frequently and there is a printed label as mrp-999rs includes all taxes but they are selling for 1499rs,,R33AQJ99A6FARS,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,1.0,B01I9OKQV6,0
158,1.0 out of 5 stars,Fake,2019-09-12,Verified Purchase,The packaging image as shown on the website is not the same...the product says AE charger where as I received a fake charger..,,RXW9YQLEAX598,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,1.0,B01I9OKQV6,0
159,5.0 out of 5 stars,Really handy,2017-05-13,Verified Purchase,"It have a bright light and that flexible neck does make it simple to use...two power source both battery and usb(could be used with OTG) provide nice ,simple look.",,RM2DJYS45T4OA,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,5.0,B01I9OKQV6,0
160,1.0 out of 5 stars,Faulty Product,2019-11-18,Verified Purchase,Received a faulty product which does not work. Waste of my money. Did not even charge once....,,R1BLJ0IK08WUNB,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,1.0,B01I9OKQV6,0
161,5.0 out of 5 stars,Giving good charge till now,2019-08-06,Verified Purchase,Can easily charge my iWatch 1.5 times once it is fully charged. Has two power source so that you can charge your mobile or other devices at the same time. It is really lightweight and compact so can be carried easily.,,R371RABIQPAEYX,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,5.0,B01I9OKQV6,0
162,5.0 out of 5 stars,Quality product compact size,2019-08-07,Verified Purchase,Very compact charger .now i travel without worrying about charge ..the quality is fine and material is also good ...led indicators also look good,,R71OP1L3JZYTD,,AE-MOBILE-ACCESSORIES-Portable-Wireless,B01I9OKQV6,5.0,B01I9OKQV6,0
163,5.0 out of 5 stars,"Feels well built and sturdy, exactly as claimed.",2019-10-29,Verified Purchase,"The stand is very robust, and the looks premium with good finishing as well. The charging cable fits perfectly and the watch slides on it smoothly as well. All in all - serves the purpose perfectly.",One person found this helpful,R14TXTRRNYAF5B,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,One
164,5.0 out of 5 stars,Real Good Quality Product,2019-07-03,Verified Purchase,"Tizum Apple Watch charging stand is really very good quality and sturdy, finishing is excellent. Value for money, worth buying.",,R30K0553JX3DA8,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
165,2.0 out of 5 stars,Does not meet my expectations.,2019-09-12,Verified Purchase,This did not fit for Apple Watch series 4.  The charger does not fit into the hole.,,R259CTZFYUBJDD,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,2.0,B07RL7LTPJ,0
166,5.0 out of 5 stars,very useful product for I watch charging,2019-09-11,Verified Purchase,very useful product for I watch charging,,R1EIDYGAG094O3,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
167,4.0 out of 5 stars,Charging stand,2019-09-25,Verified Purchase,Good,,R1LFWQ99SP1F0K,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,4.0,B07RL7LTPJ,0
168,5.0 out of 5 stars,Simply superb,2019-07-17,Verified Purchase,Awesome product worth for money,,RF78G14AIXCU4,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
169,5.0 out of 5 stars,Worth buying.,2019-11-02,Verified Purchase,Fell in love while unboxing going strong till to date.,,R2JP0A738730L8,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
170,5.0 out of 5 stars,Liked it,2019-09-23,Verified Purchase,Awesome 👏,,R3W0L3BJNO6CUQ,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
171,4.0 out of 5 stars,Super,2019-10-05,Verified Purchase,Finish is good,One person found this helpful,RE52O6EK5CU21,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,4.0,B07RL7LTPJ,One
172,5.0 out of 5 stars,Quality good,2019-11-11,Verified Purchase,It was nice,,R2GA4CC709HG96,,Tizum-Z54-Charging-Stand-Silver,B07RL7LTPJ,5.0,B07RL7LTPJ,0
173,2.0 out of 5 stars,Magnet is not strong to close the cover,2019-08-09,Verified Purchase,Magnet is not strong to close the cover,5 people found this helpful,R1RSSOTINY5C6U,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,2.0,B07RX7RPMZ,5
174,1.0 out of 5 stars,Waste product don’t buy,2019-08-20,Verified Purchase,After using this product for one day the next day the I watch charger was not working don’t buy this it’s waste of money,4 people found this helpful,RFNJ53KXGJ1RM,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,1.0,B07RX7RPMZ,4
175,5.0 out of 5 stars,Good one,2019-08-13,Verified Purchase,Wow nice I recommended strongly,5 people found this helpful,R3F9QB5WGN78CN,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,5.0,B07RX7RPMZ,5
176,5.0 out of 5 stars,Good product to buy,2019-08-04,Verified Purchase,I like the product and currently it is working fine. I am using it more than one week and stopped using my wired charger.,4 people found this helpful,RG262WKUI7C80,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,5.0,B07RX7RPMZ,4
177,1.0 out of 5 stars,Not recommended waste of money,2019-10-10,Verified Purchase,"One of the worst product I bought.. it’s not giving fast charge with any of the charger adapter .. moreover device getting heat.. I am using iPhone 8 Plus and Apple Watch , when I am trying to charge both the device, it’s getting over heated.",2 people found this helpful,RWET9P9CPPIZ0,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,1.0,B07RX7RPMZ,2
178,5.0 out of 5 stars,Works like a charm,2019-09-10,Verified Purchase,Works like a charm - have used it for past 5 months - no issues till nowWas little scared to order itHowever. -  m glad to push for itSuper product,One person found this helpful,R1T0O7EI2MR821,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,5.0,B07RX7RPMZ,One
179,1.0 out of 5 stars,DONT BUY THIS !!,2019-08-18,Verified Purchase,Such a substandard product this. Had a real bad time experience after buying this as the charging does not happen and to add on to that it makes the phone get heated like anything.,2 people found this helpful,R2HZ47CYXNK6LS,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,1.0,B07RX7RPMZ,2
180,4.0 out of 5 stars,Good Buy,2019-10-22,Verified Purchase,Received it last week. Good finish. Working well so far. The mobile charger part flexes a bit and can be susceptible to damage if not handled gently. Using it for my watch and XR. Recommended to use a QC3 charger with this device.,,RZLBSTLP2PWKL,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,4.0,B07RX7RPMZ,0
181,5.0 out of 5 stars,Good,2019-08-05,Verified Purchase,Nice product.,2 people found this helpful,R2WFSDD79IMLG,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,5.0,B07RX7RPMZ,2
182,5.0 out of 5 stars,Superb,2019-09-18,Verified Purchase,Fabulous . Works great and a huge convenience,One person found this helpful,R1B26Z1CKE54PQ,,OOOUSE-Charging-Airpods-Charger-Wireless,B07RX7RPMZ,5.0,B07RX7RPMZ,One
183,5.0 out of 5 stars,Value for money,2019-10-12,Verified Purchase,Good quality airpod case. Good finishing of the product and easy to carry anywhere because of it's compact size.,,R2DAK360PYDCUC,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
184,1.0 out of 5 stars,Quality n finishing no good,2019-08-24,Verified Purchase,Quality n finishing no good,One person found this helpful,R1VECV9JZD8OIV,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,1.0,B01HQ2C9OO,One
185,5.0 out of 5 stars,Good product,2019-11-01,Verified Purchase,Easy to handle,,R1ZAVQMV8BAYSY,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
186,5.0 out of 5 stars,Quality,2019-10-18,Verified Purchase,Build quality good,,R1TZOPQUO610A3,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
187,5.0 out of 5 stars,Super quality,2019-10-20,Verified Purchase,Super quality,,R1LEF5ZORN1J8K,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
188,5.0 out of 5 stars,Five Stars,2016-09-07,,SUPER AT LOW COST,,R4NERE52UDDQ4,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
189,5.0 out of 5 stars,Great case,2019-10-15,Verified Purchase,I ordered it for my sister who has an iphpne. This case looks really great and can easily hold her airpods and her charging cable together. The case is of high quality and quite tough. It also has a key chain to hang it easy. Can also store an iwatch. A great product for apple accessories users.,,RM34RBRQSLVKP,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
190,5.0 out of 5 stars,Nice product.,2019-09-11,Verified Purchase,It is a very good case for airpods.The quality of the product is really good and compact.It is a very helpful while traveling.very happy with this product.,,R340Z2BQD4S298,,AE-Accessories-Compatible-Charging-Protective,B01HQ2C9OO,5.0,B01HQ2C9OO,0
191,3.0 out of 5 stars,Good as stand and other smart charges,2019-07-03,Verified Purchase,"Material wise good but as shown it is not holding cable in place. So for it just like n ordinary stand, hope maker increase the cable holding capability n make as per Apple Watch charger",,R3FVCD611JTDJ2,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,3.0,B06XRQHQN8,0
192,5.0 out of 5 stars,Made for each other .😁,2019-08-22,Verified Purchase,"Apple watch is incomplete without this stand , they both are just like companions.",,R1S8PM66WHW2OV,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,5.0,B06XRQHQN8,0
193,3.0 out of 5 stars,Not steady as a stand please avoid,2019-07-04,Verified Purchase,Stand should have had a wider base it keeps toppling over,,R1G26RDT08QS5J,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,3.0,B06XRQHQN8,0
194,5.0 out of 5 stars,Worth it,2019-05-24,Verified Purchase,It can also hold fossil smart watches!,One person found this helpful,R1XMZQA6HHTB65,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,5.0,B06XRQHQN8,One
195,5.0 out of 5 stars,Awsome,2019-07-11,Verified Purchase,It works even for fossil watch,,R2KQSUCGQ83D4U,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,5.0,B06XRQHQN8,0
196,5.0 out of 5 stars,Excellent,2018-06-24,Verified Purchase,Excellent product,One person found this helpful,R2ZZMSADSKKGUG,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,5.0,B06XRQHQN8,One
197,5.0 out of 5 stars,Nice,2019-10-13,Verified Purchase,Nice quality,,R3LK1JX7D140FI,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,5.0,B06XRQHQN8,0
198,2.0 out of 5 stars,Average,2019-08-26,Verified Purchase,Not so good,,R3A4TRLB9LDTIV,,Rechargeable-Plastic-Charger-Charging-Station,B06XRQHQN8,2.0,B06XRQHQN8,0
199,1.0 out of 5 stars,Waste device,2019-11-16,Verified Purchase,Does not support apple iPhone 7 and iwatch series 3,,RNFO7HBFD3ZVL,,Baseus-Wireless-Charger-Enabled-S9PLUS,B07STMNPKC,1.0,B07STMNPKC,0
200,5.0 out of 5 stars,very convenient,2019-09-02,Verified Purchase,I like the slim design,,R1QI77UBGLQO08,,Baseus-Wireless-Charger-Enabled-S9PLUS,B07STMNPKC,5.0,B07STMNPKC,0
201,5.0 out of 5 stars,Satisfied,2019-11-20,,Product is too good thank you so much for the kind service,,R1YWVYZ3A11SZ1,,Baseus-Wireless-Charger-Enabled-S9PLUS,B07STMNPKC,5.0,B07STMNPKC,0
202,1.0 out of 5 stars,Worst product .. money waste,2019-12-03,,Not charging the Apple Watch. Waste of money buying this product,,R22R9G8ZDHRTEG,,Baseus-Wireless-Charger-Enabled-S9PLUS,B07STMNPKC,1.0,B07STMNPKC,0
203,1.0 out of 5 stars,Don't buy,2019-12-07,Verified Purchase,Waste productDead slow chargingDon't buy,,R176Q39DLGM37U,,Baseus-Wireless-Charger-Enabled-S9PLUS,B07STMNPKC,1.0,B07STMNPKC,0
204,5.0 out of 5 stars,Elegant,2019-10-18,Verified Purchase,Good two I one . Elegant looking,,R3VRN8PBVD4FG0,,Teclusive-Luxury-Charging-Holder-iPhone,B07SN6V7GW,5.0,B07SN6V7GW,0
205,1.0 out of 5 stars,Fuddu,2018-07-03,Verified Purchase,Its super slow. Its better to charge your phone with a wire. An original wire would cost around 1500 better spend on that than this piece of junk. Overhyped just beacuse its a belkinऊँची दुकान सस्ते पकवानचार आने की मुर्ग़ी बारह आने का मसाला,46 people found this helpful,R17XM4GP51X4L0,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,1.0,B00TPLUZMI,46
206,5.0 out of 5 stars,Great if you know what you are getting,2018-12-26,Verified Purchase,Here are Pros and Cons for this charger (Belkin Boost Up Qi 5 W Wireless chargerPros1. Good build quality2. Compatible with my Galaxy S9 Plus3. Compact size and easy to carry aroundCons1. Slow charging as its a 5W charger. Go for higher W charger if you dont like slow charging. It takes almost a double time to charge my S9 Plus with this charger. But I am fine with it as higher W charger costs much more so I am looking mostly for a convenience here rather than fast charging speeds.Go for this if you are ok with slow charging. Its a good charger at a good price.,21 people found this helpful,R19TGAVE0L7LX1,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,5.0,B00TPLUZMI,21
207,1.0 out of 5 stars,Poor quality,2018-03-07,Verified Purchase,"I have gifted to my friend who is abroad and its not working at all, when he out his Phone on charger for couple of minutes its shows green lid and then Red and Phone is not charging.Time od return policy time gone.. now what to do with this product I don’t know !!",27 people found this helpful,RUDXHYEJQHR24,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,1.0,B00TPLUZMI,27
208,1.0 out of 5 stars,Worstttttt product,2018-08-23,Verified Purchase,"It’s not at all working . Simply money waste , worst product I have received tilll now  from Amazon , pls don’t buy this, I don’t want to give even single start also , but software is not accepting without star, it stopped working Wat to do now ?? To whom I should contact ??",8 people found this helpful,R1AIHC3L2NU7OY,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,1.0,B00TPLUZMI,8
209,5.0 out of 5 stars,Fast charge and good connectivity,2018-08-15,Verified Purchase,I have purchased the product just bcoz of the brand loyalty and happy to say that the brand did not dissapoint me. There is no problem with the connectivity which I was a bit doubtfull of during purchasing the product. It slso charges my galaxy s9 plus pretty fast. Allover product is good and value for money,6 people found this helpful,R2D61TGZJOKKFX,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,5.0,B00TPLUZMI,6
210,4.0 out of 5 stars,Good product.,2019-05-11,Verified Purchase,Got it today. Built quality is good. Cable is long enough. Made connections used apple wall charger. Placed my iPhone XR (it has spigen cover) charging started and the led started blinking green. Within 30sec led became red. There was no metal there. After many trials it started charging.Problems:1. Even when the phone is fully charged led continually flashes green instead of steady green.2. It is never orange.3. It is not sure that placing phone on the pad will change steady.,One person found this helpful,RYH523DB0GLZD,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,4.0,B00TPLUZMI,One
211,5.0 out of 5 stars,Works as advertised.,2018-09-20,Verified Purchase,"Relatively slow (it’s 5W, what else to expect) on my iPhone. But perfect for bedside overnight charging. I wish they had another variant with a power supply packaged with it.Note: using low power adapter will not work with this - it will be even slower. Not even the adapter packaged with iPhone. Get a good high wattage adapter. I got myself a belkin 12W adapter.",2 people found this helpful,R3Q3BDH5GQOYUL,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,5.0,B00TPLUZMI,2
212,3.0 out of 5 stars,"Compact look, Average Performance.",2018-11-25,Verified Purchase,"If you are looking out to install a wireless charger at your workstation (as I did in my office) or at home,this is a visually stunning product. However when put this product to use for my Samsung galaxy S9, the charging rate was a little disappointing as it takes an average of 2 hours to charge your phone completely whereas the Samsung wireless charger was quite faster compared to this product.  I would definitely not recommend this is you are looking for a fast wireless charger. Also this heats up the device more than usually what a phone would get Heated up during a wireless charger.FYI : Do connect it to a fast charge adapter, recommended to use the brick provided by your phone manufacturer (If it comes along with the box as Samsung provides)",One person found this helpful,R21Q5FF240XZPV,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,3.0,B00TPLUZMI,One
213,4.0 out of 5 stars,Slow charging...but cable and pads quality is great..,2018-03-31,Verified Purchase,After seeing reviews about slow charging..still bought this to personally give it a try..yes they all were right..it takes like a decade to charge my iPhone X...don't use this much now a days..,5 people found this helpful,R3AEDYMPZC51D2,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,4.0,B00TPLUZMI,5
214,3.0 out of 5 stars,Three Stars,2017-12-27,Verified Purchase,Charges fine but sometimes error comes after sometime of charging. Size is small for big phones,5 people found this helpful,R1RHV0Y9YU62AE,,Belkin-Wireless-Charger-Samsung-Enabled,B00TPLUZMI,3.0,B00TPLUZMI,5
215,5.0 out of 5 stars,Good stand. Fits both 38 and 42 mm.,2019-10-17,Verified Purchase,"Compact and lightweightIt features an open dock design, which allows it to be easily used with Apple Watch’s bundled magnetic charging puck.Fully compatible with the wearable’s ""Nightstand"" mode, it can charge Apple Watch regardless of whether its strap is closed or open.It is made from durable TPU material and comes with a slip-resistant ""Nanotac"" base.There’s also an adhesive silicone pad, which ensures better compatibility with the 38mm model.The stand works equally well with all Apple Watch models, from Series 1 to Series 4",One person found this helpful,R2FZC03HMJFRLN,,Cozycase-Apple-Watch-Stand-44mm,B07WTSZPNQ,5.0,B07WTSZPNQ,One
216,1.0 out of 5 stars,Not good. Flawed design,2019-07-24,Verified Purchase,The distance between the inside of the top lid and the watch is zero which means the watch constantly touches the bottom of the top lid from inside. The hard top is also a slightly soft top so will not protect the watch if it falls  . Also there is no cutout outlet for usb cable so case has to be kept open while charging so your cable dangles over the zip while charging. Some similar watch cases on amazon USA have a port behind so u can keep the case closed while charging  . A better option in design is a Sena Apple Watch case which I eventually purchased after a lot of research on amazon USA  . Check that out.,4 people found this helpful,R1Q6O8CF4LZS82,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,1.0,B01N77XDWU,4
217,5.0 out of 5 stars,A sturdy product.,2019-08-10,Verified Purchase,"Wow, now that is what I had wanted. Awesome piece and really useful. I highly recomend this product for the specific users. Looks sturdy and durable so i am sure it will last long.",,R19MO4DL6IVF2,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
218,5.0 out of 5 stars,Best one really loved it,2019-08-09,Verified Purchase,Awsome and the best one. The quality of the product is really good and  its compact and build quality is really good. Must have gadget i would surely suggest to go for it.. Really loved it,,R22I0MG2EP2LYK,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
219,5.0 out of 5 stars,Up to the mark,2019-07-22,Verified Purchase,Specially for traveller,,R3D457P3DD40XG,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
220,5.0 out of 5 stars,Very good nd beautiful product 👌,2019-10-22,Verified Purchase,Good product.very useful product. Quility is good.6 star’s ⭐️,,R27OCFDNVJGDE,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
221,5.0 out of 5 stars,Nice product,2019-09-01,Verified Purchase,Good productGood quality,,R38EQ529YH5YWT,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
222,5.0 out of 5 stars,Five Stars,2016-12-06,Verified Purchase,One word (awsome product ) thank u amazon '',,R3HE7TQA9SRJTU,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,5.0,B01N77XDWU,0
223,1.0 out of 5 stars,Bad,2019-07-21,,Bad,,RPNGLIB0XODUX,,AE-MOBILE-ACCESSORIES-Waterproof-Protective,B01N77XDWU,1.0,B01N77XDWU,0
224,4.0 out of 5 stars,BEST IN CLASS...,2019-12-09,,Good one...,,RS5U3KV4ZP2JX,,Apple-Watch-Magnetic-Charging-Cable,B07KBCJKCW,4.0,B07KBCJKCW,0
225,2.0 out of 5 stars,Not good,2019-11-18,Verified Purchase,Magnetic charger not working properly and magnet is not good enough to stick to the watch,3 people found this helpful,R2KKOCEH4HE21V,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,2.0,B07ZTC2VNG,3
226,5.0 out of 5 stars,Price worthy,2019-11-08,,Nice product. Saves me a lot of headaches in finding sockets. Magnetic charger works nice too,3 people found this helpful,R397OSH9F1DLAT,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,3
227,5.0 out of 5 stars,Value for money magnet charger works nice  to,2019-12-04,,Product is nice  value  worth of it,,R3A8H8JXCBJMZQ,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,0
228,5.0 out of 5 stars,Impressive Charging Cable For Apple Devices!,2019-12-02,Verified Purchase,"As a tech person, I am invested in the Apple ecosystem. To ensure that I do not have to worry about charging each one of them separately, I had to look out for something that can charge multiple devices at once.That's why I got the Trajectory 3 in 1 Wireless Charging Cable.The length of the cable is 1 M, which I think is more than enough. The small size also means that I can carry it around without worrying about space constraints.Thinks that I liked- Multiple charging ports- It comes with wireless charging for Apple Series 1/2/3 watches. It is magnetic in nature- Good quality cable built using thick copper cable- Standard size- Works nicely when charging three devices at once.The charger also has proper protection mechanisms, including over-voltage protection, over current protection, and temperature protection.Things that I think can be improved- Pricing can be better- A carry case would have been a great addition to itIf you liked my review, then do click the helpful button. This will motivate me to write more detailed reviews!",,R165F6MHAIAJN5,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,0
229,5.0 out of 5 stars,The quality is better than I expected,2019-12-04,,Easily charging my apple devices specially the woreless charging is awesome the dock is of pretty good quality the wire is long enough to reach 3 devices simultaneously.,,R1WS2C6EQGHX2U,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,0
230,1.0 out of 5 stars,Apple watch charger doesn't work properly,2019-11-28,Verified Purchase,Apple watch charger doesn't work properly,One person found this helpful,R2Q02KAA607W96,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,1.0,B07ZTC2VNG,One
231,4.0 out of 5 stars,QUALITY IS NORMAL.,2019-12-07,Verified Purchase,COMES WITH TWO LIGHTING CONNECTORS & APPLE WATCH MAGNETIC CONNECTOR.QUALITY IS NORMAL.WATCH DOESN'T STICKS ON WELL,,R2VC9PRWYIGSAW,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,4.0,B07ZTC2VNG,0
232,5.0 out of 5 stars,Good product,2019-11-29,Verified Purchase,"Worth of it, good product",One person found this helpful,R1PAMIE8VTBQ0,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,One
233,5.0 out of 5 stars,Nice product,2019-12-02,,"After a lot of research I finally decided to purchase this wireless charger. I have been using this for the past couple of weeks for my iPhone X.  It has been working well and charging is as expected. The main reason I purchased this is for 'convenience'. To insert & remove the charging cable from the iPhone each time, is a task. But with this, I place my iPhone , i watch , laptop too on the charger at same time .  Bcz  It is 3 in 1 . It is very convenient and hassle free.Overall, very happy with this product and recommend it.",,ROENO6SOAY19X,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,5.0,B07ZTC2VNG,0
234,4.0 out of 5 stars,Nice product,2019-12-04,,Its fast charging.. Tottly worth of money it look cool,,R1G9RGQPBKE6MK,,Trajectory-Wireless-Charger-Charging-Compatible,B07ZTC2VNG,4.0,B07ZTC2VNG,0
235,5.0 out of 5 stars,Awesome product,2019-10-03,,Perfect Charging Speed,One person found this helpful,R1C6HJXT9VKZ2F,,Magnetic-Wireless-Compatible-Charging-iPhoneXR,B07Y9MC1KH,5.0,B07Y9MC1KH,One
236,5.0 out of 5 stars,Good Quality and works well,2019-10-07,Verified Purchase,Came packaged in a strong and good box. The charger itself is of good quality and so are the provided wires. The wireless charger works fine too.  Though would have liked an additional C port with most companies moving to C ports. Otherwise overall its totally worth it.,,R1YCFPQNH64NES,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,0
237,5.0 out of 5 stars,Good solution,2019-01-31,Verified Purchase,Excellent option since the devices are too many and avoids having chargers everywhere in he hous3.,One person found this helpful,R3CCHV9GE676L7,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,One
238,5.0 out of 5 stars,A great find that does what is expected!,2019-10-06,Verified Purchase,"Absolutely good! Must have if you want to get rid of dangling wires and have multiple devices to charge, quickly. Elegant and versatile, this is a must have!",,R3BXEJ70Y4GU3L,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,0
239,5.0 out of 5 stars,Good,2019-09-01,Verified Purchase,Good product. Satisfied.,One person found this helpful,R2ZGND3XO1HQL7,,Wireless-Charging-Multiple-Organizer-Smartphones,B07H86V33N,5.0,B07H86V33N,One
240,5.0 out of 5 stars,Buy,2019-10-10,Verified Purchase,Definite buy,,R12EM8QCEEDDNT,,elegantstunning-Silicone-Charger-Protective-Carrying,B07MKHXCC3,5.0,B07MKHXCC3,0
241,5.0 out of 5 stars,Apple Watch dock,2019-06-09,Verified Purchase,"Lovely product,easy to use",,R1XMLCSSB6I4P4,,elegantstunning-Silicone-Charger-Protective-Carrying,B07MKHXCC3,5.0,B07MKHXCC3,0
242,2.0 out of 5 stars,Not worth,2019-09-27,Verified Purchase,Not worth,,R2QQZOMWQ7WAD4,,elegantstunning-Silicone-Charger-Protective-Carrying,B07MKHXCC3,2.0,B07MKHXCC3,0
